text,prediction
messagesome text missing sendername missing number missing sentdate missing missing u a lot thats y everything is missing sent via fullonsmscom,0
𝐢 𝐡𝐚𝐯𝐞 𝐭𝐫𝐢𝐞𝐝 𝐬𝐞𝐯𝐞𝐫𝐚𝐥 𝐩𝐥𝐚𝐭𝐟𝐨𝐫𝐦 𝐢𝐭 𝐝𝐢𝐝 𝐧𝐨𝐭 𝐰𝐨𝐫𝐤𝐨𝐮𝐭 𝐰𝐞𝐥𝐥 𝐛𝐮𝐭 𝐰𝐡𝐞𝐧 𝐢 𝐭𝐚𝐤𝐞 𝐭𝐡𝐞 𝐫𝐢𝐬𝐤 𝐭𝐨 𝐢𝐧𝐯𝐞𝐬𝐭 𝐦𝐲 𝐬𝐭𝐚𝐫𝐭𝐮𝐩 𝐜𝐚𝐩𝐢𝐭𝐚𝐥 €2600 𝐢𝐧 𝐲𝐨𝐮𝐫 𝐭𝐫𝐚𝐝𝐢𝐧𝐠 𝐩𝐥𝐚𝐭𝐟𝐨𝐫𝐦 𝐧𝐨𝐭 𝐥𝐞𝐬𝐬 𝐭𝐡𝐚𝐧 48𝐡𝐨𝐮𝐫𝐬 𝐥 𝐦𝐚𝐝𝐞 𝐨𝐯𝐞𝐫 €2,1
follow up on captive generation vince stinson please find below two attachemnts the excell spreadsheet shows some calculations on the savings from using dabhol power as agains,0
i just want to share my testimony i never believed in making profits or extra money from online trading i was down to a point of giving up until a friend introduced me to elli,1
unfortunately ive just found out that we have to pick my sister up from the airport that evening so dont think ill be going out at all we should try to go out one of th,0
can you let me know details of fri when u find out cos im not in tom or fri mentionned chinese thanks,0
dearshall mail tonitebusy in the streetshall update you tonitethings are looking okvarunnathu edukkukayee raksha ollubut a good one in real sense,0
sddp vince i ll send him one of the manuals and perhaps a paper on sddp tom vince j kaminski ect 07 28 2000 10 53 am to tom halliburton corp enron enron cc vince j kaminski ho,0
secretly record all internet activity on any computer bv find out who they are chatting e mailing with all those hours is your spouse cheating online are your kids talking to ,1
well boy am i glad g wasted all night at applebees for nothing,0
weather course joe this is the most recent offer from lacima weather derivatives course what do you think vinceforwarded by vince j kaminski hou ect on 02 19 2001 07 15 pm jul,0
congratulations thanks vince and likewise congratulations on your promotion to md i enjoyed getting to work with you and your group over the past year rick c,0
workshop helyette i shall be glad to join you vince gemanix aol com on 02 12 2000 11 27 56 am to vkamins enron com cc subject workshop dear vince i would be delighted if you a,0
hi has anyone an answer for me the mplayer documentation still suggests to use them for x1635465 architectures thanks regards axel on sat jun 1635465 1635465 at 1635465 163546,0
i just wntd to say wn u wnt me i m always dre 4 u wnevr u wnt to talk or sumthng feel fre to n plz stop spoilng ur lyf,0
trimmed cc list daniel quinlan said 1635465 these messages could end up being falsely or incorrectly reported to razor dcc pyzor etc certain rbls too i don t think the results,0
i sell ✍amazone gift card 🧧 👉google gift card❤️❤️ 🙏🙏🙏 flipkart gift card👌 ✍all gift card 👉available🧧  🧧🧧all ✍prime🙏🙏 dm me fastescrow accepted,1
SPAM DETECTION  User:     Username: @DillyBubbles [919146958]     Trust: 81.607     Spammer: False     Reputation: -30     NSFW Count: 3     Potential Spammer: False     Black,1
looking for someone who has experience in finance math programming and the energy industry that s right all four megan thanks for your interest in the research group please ca,0
tim on my box the current system scores about 1635465 msgs per second starting in memory of course that was a guess bothering to get a clock out it was more like 1635465 per s,0
a successful withdrawal will convince you if you ask mr how to earn €300000 now,1
medzz for your life how to save on your medlca furthest tions over 70 pharms guardsman hop successfull and pr cadger oven way to save your mone preplan y neckband v undress ag,1
interview schedule for greg mikkelson attached please find the interview packet for the above referenced person the interview will happen tuesday july 11 2000 print all three ,0
retail shop off space available on golf course extn rd sec70a gurgaon 2km from nh8 metro connectivity extensive landscaping wd water bodies sms gmr to 56161,1
motinagar new delhi india:karampura new delhi india:rama road new delhi india:zakira flyover new delhi india:indralok new delhi india:dyabasti new,0
thanks for the interview dear vince thanks for the interview with enron i appreciated your time and the conversation that we had together i really enjoyed my time at enron and,0
update event time change this will be fine just let me know when you are going to be gone shirley anita dupont enron 11 29 2000 05 01 pm to shirley crenshaw hou ect ect cc vin,0
🥰🥰🥰sameera 🙋‍♀️ heretext me i am free impress me 😘open for all 😘😘😘,1
if you can make it any time tonight or whenever you can its cool just text me whenever youre around,0
rewards from less than 30min,1
pls help me tell sura that im expecting a battery from hont and that if should pls send me a message about how to download movies thanks,0
joint probabilities bob thanks for your help on this it is exactly what we were looking for i also wanted to let you know that i will be revising some of these numbers and ask,0
aiyah e rain like quite big leh if drizzling i can at least run home,0
here s a list of materials vince here is my list of collected materials i would like to get copies of your papers on risk management as well can you send me cites look forward,0
rtp project thanks vince i think the right person is anoush farhangi jh john henderson forwarded by john henderson hou newpower on 03 19 2001 10 32 am vince j kaminski ect 03 ,0
don t miss out on an amazing business opportunity and weight loss product please visit url there is no obligation and it s worth a look,1
mscf speaker series mscf speaker series dear mr kaminsky i have included the web page of the list of confirmed speakers most of them are people i worked with as a fixed income,0
why price still down and down,0
my drive can only be read i need to write,0
amazing price for feg right now,0
today my system sh get readyall is well and i am also in the deep well,0
url url date 1635465 1635465 1635465t1635465 1635465 1635465 1635465 1635465 toumai hailed as our oldest ancestor is stirring ancient scientific rivalries quizzes 1635465 cros,0
barry here s an interesting thing to test discriminate words differently if they are on a line that starts with or to catch styles like above that the first occurance on a lin,0
good night my dear sleepwellamptake care,0
on wednesday august 1635465 1635465 at 1635465 1635465 pm daniel quinlan wrote just a few notes it will be difficult to find prosecute and win money from someone in various no,0
i have a class with you guys from 2 to 3 will you guys be in the class at that time i do not to come all the way just to see you guys run away,0
any carder with cheap rate with cod to saudi arabia please msg me @darksouldemon,1
update on spring conference hello everyone i wanted to get a message out to each of you to update you on the february 23 conference plans the conference promises to provide an,0
departure the research group is a unique and extraordinarily valuable organization for enron the success of the group has led to widespread recognition of enron s leadership i,0
numbers for sharad agnihotri hi dale i would also like to arrange for a direct reporting line to me for sharad regards anjam x 35383 p s kate i have attached the agencies term,0
okay np,0
urgent urgent we have 800 free flights to europe to give away call b4 10th sept take a friend 4 free call now to claim on 09050000555 ba128nnfwfly150ppm,1
update of cvsroot spamassassin spamassassin t in directory usw pr cvs1635465 tmp cvs serv1635465 t modified files tag b163546516354651635465 dbbasedwhitelist t dbbasedwhitelis,0
lookatme thanks for your purchase of a video clip from lookatme youve been charged 35p think you can do better why not send a video in a mmsto 32323,1
i dont know why just move on,0
summer work jinbaek thanks for your message we have a number of additional fascinating projects that you can work on as a matter of fact it would be great to have you here ear,0
gsia visit duane sorry i will miss you i have a meeting with chester already on my schedule vince ds 64 cyrus andrew cmu edu on 10 31 2000 03 40 40 pm to vince j kaminski cc c,0
i m the best i can prove it!!! i can put coffee in coffee cup can u put world in world cup? ok 1 more i can send my no on ur cell can u send ur cell on my no? ha ha ha ok ok 1,0
no one does it better than him i did definitely chose him over any other trader! during those turbulent days i invested $3000 and to my biggest shock i got a return of $31230 ,1
hello i work in a financial institution that offers loans to all people and can paywe offer loans from 5000 to 4000000 euros dollars pesos and a repayment period from 1 to 20 ,1
now got tv 2 watch meh u no work today,0
thank you vince j kaminski ect 03 27 2000 01 02 pm to tasha lair hr corp enron enron cc vince j kaminski hou ect ect grant masson hou ect ect subject tasha yes i think li xiao,0
hi its jess i dont know if you are at work but call me when u can im at home all eve xxx,0
conference may 31 on energy derivatives in toronto phelim i shall be glad to join you for dinner on sunday i shall be also available for the panel discussion i would like to t,0
sir @justinsun2 i dont know how to thank you but im so happy for all youve done for me i just decided to give you a try and definitely i got my profit of $6000 thanks so much ,1
𝐼 𝑟𝑒𝑎𝑙𝑖𝑧𝑒 𝐼 𝑐𝑜𝑢𝑙𝑑 𝑝𝑢𝑡 𝑎𝑙𝑙 𝑚𝑦 𝑑𝑜𝑤𝑛𝑡𝑖𝑚𝑒 𝑎𝑠𝑖𝑑𝑒 𝑓𝑜𝑟 𝑠𝑒𝑣𝑒𝑟𝑎𝑙 𝑦𝑒𝑎𝑟𝑠 𝑎𝑛𝑑 𝑔𝑒𝑡 𝑎 𝑠𝑒𝑐𝑜𝑛𝑑 𝑗𝑜𝑏 𝑡𝑜 𝑠𝑢𝑝𝑝𝑙𝑒𝑚𝑒𝑛𝑡 𝑚𝑦 𝑓𝑢𝑙𝑙 𝑡𝑖𝑚𝑒 𝑗𝑜𝑏 𝐻𝑜𝑤𝑒𝑣𝑒𝑟 𝐼 𝑚𝑒𝑡 𝐽𝑎𝑐𝑘𝑠𝑜𝑛 𝐿𝑒𝑜𝑛𝑎𝑟𝑑 𝑤𝒉𝑜 𝒉𝑒𝑙𝑝𝑒𝑑 𝑚𝑒 𝑒𝑎𝑟𝑛 𝑒𝑥𝑡𝑟𝑎 𝑚𝑜𝑛𝑒𝑦 ,1
